"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","genename","entrez"
"ENSG00000171552",1256.18671676677,0.957176038504444,0.0650973798625228,14.703756749133,6.09806116346332e-49,1.0270638630792e-47,"BCL2L1","BCL2 like 1","598"
"ENSG00000170545",253.047534531958,-1.97186313565715,0.134132548944118,-14.7008548721359,6.36510515007312e-49,1.07081825979679e-47,"SMAGP","small cell adhesion glycoprotein","57228"
"ENSG00000140937",3080.54251815337,-0.667203924685068,0.0453906557126022,-14.699147086783,6.52767168438959e-49,1.09691649238592e-47,"CDH11","cadherin 11","1009"
"ENSG00000149591",9681.57754889774,-2.09364156903608,0.142447595231605,-14.6976266298637,6.67588042563899e-49,1.12054539021476e-47,"TAGLN","transgelin","6876"
"ENSG00000146733",313.278999360671,-1.75500669863801,0.119429762000479,-14.6948856737315,6.95157120489918e-49,1.16549410860321e-47,"PSPH","phosphoserine phosphatase","5723"
"ENSG00000197081",10813.302381497,0.65694785003238,0.0447408157306107,14.6834124345862,8.23401560159605e-49,1.37894059234901e-47,"IGF2R","insulin like growth factor 2 receptor","3482"
"ENSG00000105429",2480.67829726858,0.793446689362446,0.0540436596716442,14.6815869647472,8.45873369125418e-49,1.41496776508803e-47,"MEGF8","multiple EGF like domains 8","1954"
"ENSG00000197622",1612.39438453865,0.846909375330285,0.0576892163584994,14.6805491353413,8.58920322080641e-49,1.43516539433497e-47,"CDC42SE1","CDC42 small effector 1","56882"
"ENSG00000133895",375.854047751564,-1.49853562463839,0.102143123252023,-14.670939921633,9.89646047393301e-49,1.65172373113583e-47,"MEN1","menin 1","4221"
"ENSG00000167566",810.072312955192,-1.04445487997776,0.071320632273605,-14.6444983265284,1.46075447926079e-48,2.43525102678121e-47,"NCKAP5L","NCK associated protein 5 like","57701"
"ENSG00000137752",298.60691955271,1.75903223491698,0.120211441098957,14.6328187969143,1.73449497750294e-48,2.88834524809011e-47,"CASP1","caspase 1","834"
"ENSG00000142949",3207.45790454765,-0.768100212167203,0.0525532877604674,-14.6156452792854,2.23229316991572e-48,3.71310636177413e-47,"PTPRF","protein tyrosine phosphatase receptor type F","5792"
"ENSG00000115419",2945.90524092175,-0.683047560946071,0.0467562140664002,-14.6087012087003,2.47185336934139e-48,4.10695096973681e-47,"GLS","glutaminase","2744"
"ENSG00000169855",2399.22245309467,0.709873274586415,0.0485928500023119,14.6085951853543,2.47570268805491e-48,4.10871962424772e-47,"ROBO1","roundabout guidance receptor 1","6091"
"ENSG00000164134",1202.42185098679,-0.917932170586132,0.0628417000773119,-14.6070550201034,2.53229803109923e-48,4.19792417425147e-47,"NAA15","N-alpha-acetyltransferase 15, NatA auxiliary subunit","80155"
"ENSG00000013297",3890.38900873251,-2.90578849584538,0.198946772026378,-14.6058589754857,2.5771349872983e-48,4.26745786785625e-47,"CLDN11","claudin 11","5010"
"ENSG00000105223",7101.06138841925,0.639795821280559,0.0438382584570459,14.5944625493609,3.0460369237126e-48,5.03825434668786e-47,"PLD3","phospholipase D family member 3","23646"
"ENSG00000115594",2297.59335914873,2.15205095026834,0.147470564297107,14.5930881903498,3.10803835499711e-48,5.13505015561336e-47,"IL1R1","interleukin 1 receptor type 1","3554"
"ENSG00000143476",150.445624494916,-2.75839058632263,0.189069738089541,-14.5892759687237,3.28667187054887e-48,5.42411149642932e-47,"DTL","denticleless E3 ubiquitin protein ligase homolog","51514"
"ENSG00000112081",2620.17235534339,-0.71990621476335,0.0493626887369762,-14.5840154412839,3.55006616128933e-48,5.85225431772769e-47,"SRSF3","serine and arginine rich splicing factor 3","6428"
"ENSG00000127947",1889.22340822042,0.761200763661205,0.0522022380461139,14.5817649233503,3.6690699256692e-48,6.04168054501377e-47,"PTPN12","protein tyrosine phosphatase non-receptor type 12","5782"
"ENSG00000167460",25443.2797392495,-0.580391745459496,0.0398410449528577,-14.5676838081494,4.50921833247645e-48,7.41683470204655e-47,"TPM4","tropomyosin 4","7171"
"ENSG00000155508",932.976124410115,1.02769259040458,0.0705490933192023,14.5670559613678,4.5508434919616e-48,7.47696490873067e-47,"CNOT8","CCR4-NOT transcription complex subunit 8","9337"
"ENSG00000128165",218.128289916342,-2.25959669801541,0.155149700384704,-14.5639771937205,4.7605626561083e-48,7.81282996976883e-47,"ADM2","adrenomedullin 2","79924"
"ENSG00000115520",1104.14207793202,0.980988581763115,0.0674790926362542,14.5376670526845,6.99357250552165e-48,1.14647965273852e-46,"COQ10B","coenzyme Q10B","80219"
"ENSG00000086696",115.856944688105,4.62177742406453,0.318018506096067,14.533045516126,7.48186583910172e-48,1.22516591109996e-46,"HSD17B2","hydroxysteroid 17-beta dehydrogenase 2","3294"
"ENSG00000107290",2328.33825563979,0.75361282962447,0.0518716466076955,14.5284154043544,8.00508371559752e-48,1.3093903008861e-46,"SETX","senataxin","23064"
"ENSG00000099204",322.588263962327,-1.86779889903728,0.128577342722816,-14.5266565592652,8.21324781928577e-48,1.34195191944344e-46,"ABLIM1","actin binding LIM protein 1","3983"
"ENSG00000110492",1272.490821962,0.865416923874159,0.0596108482523743,14.5177756942871,9.34951199477973e-48,1.52591482268783e-46,"MDK","midkine","4192"
"ENSG00000169499",397.203460315428,-1.4961783989057,0.103091697035477,-14.5130834192284,1.00117039140394e-47,1.63218430439489e-46,"PLEKHA2","pleckstrin homology domain containing A2","59339"
"ENSG00000115365",526.857384370591,-1.35690144452558,0.0935051925484427,-14.5115090140326,1.0244187951669e-47,1.66824226312278e-46,"LANCL1","LanC like glutathione S-transferase 1","10314"
"ENSG00000124207",1626.38985650443,-0.808003039107167,0.0556945533135684,-14.5077568816827,1.08201352629299e-47,1.76009124221905e-46,"CSE1L","chromosome segregation 1 like","1434"
"ENSG00000126950",589.660679057017,1.36128337627874,0.0939023664763831,14.4967952071912,1.26939669862968e-47,2.0626298338747e-46,"TMEM35A","transmembrane protein 35A","59353"
"ENSG00000117335",2966.93143858117,0.650346980834175,0.0448706255954125,14.493824683841,1.32551813459905e-47,2.15145154652084e-46,"CD46","CD46 molecule","4179"
"ENSG00000143469",154.097372688971,2.60925835791098,0.180075238466569,14.4898231435378,1.40504116366431e-47,2.27801948667068e-46,"SYT14","synaptotagmin 14","255928"
"ENSG00000080815",1575.5663847253,0.821591685636355,0.0567201027082135,14.4850175935486,1.50684074932451e-47,2.44038731235277e-46,"PSEN1","presenilin 1","5663"
"ENSG00000103489",1421.73133195981,-1.8203635608444,0.125738660334709,-14.4773576877525,1.68449160526421e-47,2.72510845877941e-46,"XYLT1","xylosyltransferase 1","64131"
"ENSG00000204843",4456.2854513079,-0.609701206624365,0.0421352591748579,-14.4700950834111,1.87213192226991e-47,3.02534878216541e-46,"DCTN1","dynactin subunit 1","1639"
"ENSG00000049860",3011.82689505665,0.694643828770647,0.0480229649215089,14.4648259412139,2.0211562733394e-47,3.26259733663561e-46,"HEXB","hexosaminidase subunit beta","3074"
"ENSG00000143228",132.19342759075,-2.80268474739792,0.193869098106766,-14.4565832036545,2.27830156228835e-47,3.67366789617512e-46,"NUF2","NUF2 component of NDC80 kinetochore complex","83540"
"ENSG00000100526",104.744101453092,-3.67074798246433,0.253925544086643,-14.4560012489795,2.29764118099102e-47,3.70080764021196e-46,"CDKN3","cyclin dependent kinase inhibitor 3","1033"
"ENSG00000106004",133.552068969642,-2.71531484465486,0.188146273202989,-14.4319353151648,3.25809009606108e-47,5.24207865619249e-46,"HOXA5","homeobox A5","3202"
"ENSG00000078699",513.456524826739,1.2622034145832,0.0874712432602589,14.4299242532507,3.3544932214952e-47,5.39130642591941e-46,"CBFA2T2","CBFA2/RUNX1 partner transcriptional co-repressor 2","9139"
"ENSG00000105327",323.585902729794,1.70928708399158,0.118481405317767,14.4266273632329,3.5187137237681e-47,5.64908621115065e-46,"BBC3","BCL2 binding component 3","27113"
"ENSG00000141562",774.089184637839,1.075821869675,0.0745848361817104,14.4241366576711,3.64806147225156e-47,5.85038032191299e-46,"NARF","nuclear prelamin A recognition factor","26502"
"ENSG00000091483",931.676626161175,-1.07687253582204,0.0747112464213172,-14.4137942733449,4.23775200957674e-47,6.78868546680729e-46,"FH","fumarate hydratase","2271"
"ENSG00000114770",871.056144025231,1.09529002380181,0.0760137575533914,14.4091024974326,4.53566053390126e-47,7.25804072854438e-46,"ABCC5","ATP binding cassette subfamily C member 5","10057"
"ENSG00000166508",1110.83187141445,-0.967935692683383,0.0671970177680417,-14.4044441975776,4.85205386855647e-47,7.75592662802623e-46,"MCM7","minichromosome maintenance complex component 7","4176"
"ENSG00000151725",132.714236498326,-3.03907518287978,0.211017229420548,-14.402023906887,5.02501561980356e-47,8.02371000590711e-46,"CENPU","centromere protein U","79682"
"ENSG00000146676",1766.02079949576,0.897915814327761,0.0623832211147544,14.393546826895,5.68063469803179e-47,9.06076587402823e-46,"PURB","purine rich element binding protein B","5814"
"ENSG00000156802",380.230061569809,-1.58603603365402,0.110194418281254,-14.3930705238256,5.71990001965198e-47,9.11354264470252e-46,"ATAD2","ATPase family AAA domain containing 2","29028"
"ENSG00000083857",10674.3144621063,-0.854113645854961,0.0593720908649223,-14.3857767751208,6.35604460848763e-47,1.01161900920848e-45,"FAT1","FAT atypical cadherin 1","2195"
"ENSG00000137573",468.575418938082,-1.58412062073408,0.110265751281969,-14.366388496127,8.41040534026821e-47,1.33714569386118e-45,"SULF1","sulfatase 1","23213"
"ENSG00000026508",38306.3649178062,0.462961971087656,0.0322531820141672,14.3539936891901,1.00574779039964e-46,1.59728771792855e-45,"CD44","CD44 molecule (IN blood group)","960"
"ENSG00000196557",575.657318817426,1.23516419405306,0.086090048059069,14.3473516614321,1.10683805258637e-46,1.75594501374832e-45,"CACNA1H","calcium voltage-gated channel subunit alpha1 H","8912"
"ENSG00000106991",3877.96487242999,-0.763290514807347,0.0532062259983719,-14.3458871679924,1.13045362450547e-46,1.79148364940427e-45,"ENG","endoglin","2022"
"ENSG00000175455",1377.36404607201,1.00373016921514,0.0700438361748966,14.330028508274,1.42062275839239e-46,2.24891289456237e-45,"CCDC14","coiled-coil domain containing 14","64770"
"ENSG00000104219",812.214614797284,-1.03237605244749,0.072047770861285,-14.3290491864785,1.44079675158015e-46,2.27840463802932e-45,"ZDHHC2","zinc finger DHHC-type palmitoyltransferase 2","51201"
"ENSG00000167772",796.226394137251,1.07084936095005,0.0747587116077888,14.324074585021,1.54776061431512e-46,2.4449314886087e-45,"ANGPTL4","angiopoietin like 4","51129"
"ENSG00000119777",2246.18795748748,-0.725852393570666,0.050721160968462,-14.3106423376625,1.87770946229172e-46,2.96296528413391e-45,"TMEM214","transmembrane protein 214","54867"
"ENSG00000069956",2277.40749651423,0.769069603894198,0.0538138514654855,14.2912945821664,2.4795678342673e-46,3.90849827209185e-45,"MAPK6","mitogen-activated protein kinase 6","5597"
"ENSG00000149212",195.716908291826,-2.19037607293855,0.153288237092665,-14.2892639023204,2.55293584843601e-46,4.01985224203041e-45,"SESN3","sestrin 3","143686"
"ENSG00000185222",2498.69838580988,0.730767395574285,0.0511465502707161,14.2877162136326,2.61030070048231e-46,4.10579707195267e-45,"TCEAL9","transcription elongation factor A like 9","51186"
"ENSG00000153250",1532.89202135939,0.805059480737889,0.0564290265225342,14.2667618130254,3.52573889929766e-46,5.53980316509453e-45,"RBMS1","RNA binding motif single stranded interacting protein 1","5937"
"ENSG00000066739",1094.32564445053,0.905434470902782,0.0634972788038889,14.2594216312673,3.91687211384105e-46,6.14782246463946e-45,"ATG2B","autophagy related 2B","55102"
"ENSG00000157593",2330.20792712732,0.707641201542005,0.0496728237238816,14.2460433792852,4.74409020003419e-46,7.43828977803449e-45,"SLC35B2","solute carrier family 35 member B2","347734"
"ENSG00000147548",1603.58103601774,0.839855027278592,0.0589736643487818,14.2411877666533,5.08552755571531e-46,7.96516704427002e-45,"NSD3","nuclear receptor binding SET domain protein 3","54904"
"ENSG00000175115",1282.32730580757,-0.975116145646744,0.06854794472397,-14.2253155739878,6.38158236526193e-46,9.98450331040027e-45,"PACS1","phosphofurin acidic cluster sorting protein 1","55690"
"ENSG00000148484",2396.33979619432,-0.795445743051413,0.0561244078384154,-14.1729021950937,1.34811840280783e-45,2.10700624099859e-44,"RSU1","Ras suppressor protein 1","6251"
"ENSG00000101577",1458.76033776367,0.921248546761449,0.0650118839370115,14.170463782499,1.39575661536976e-45,2.17915270932968e-44,"LPIN2","lipin 2","9663"
"ENSG00000103051",720.820133048306,-1.0866591069863,0.0767143789993508,-14.1649990674564,1.50868924566239e-45,2.35298109201933e-44,"COG4","component of oligomeric golgi complex 4","25839"
"ENSG00000134982",1108.79298518954,-0.909043976560375,0.064182948382947,-14.1633252984355,1.54506469010159e-45,2.40716836723959e-44,"APC","APC regulator of WNT signaling pathway","324"
"ENSG00000135451",112.071656447199,-3.11046222373778,0.21970554766672,-14.157413214054,1.68067672203142e-45,2.61568611359193e-44,"TROAP","trophinin associated protein","10024"
"ENSG00000086200",274.874613556463,-1.7128962651893,0.121041176062205,-14.1513518036955,1.83201436499104e-45,2.84821284942863e-44,"IPO11","importin 11","51194"
"ENSG00000132640",1324.90921764188,0.837620260863624,0.0592663868728971,14.1331419892356,2.37315157987931e-45,3.6856293062673e-44,"BTBD3","BTB domain containing 3","22903"
"ENSG00000118217",1013.56309749992,-0.916727630831804,0.0648906533653433,-14.1272676924749,2.57960305224337e-45,4.00204662805454e-44,"ATF6","activating transcription factor 6","22926"
"ENSG00000132294",2431.09250456239,0.737605986125105,0.0522238036939675,14.1239422246509,2.70429944824159e-45,4.19109601463829e-44,"EFR3A","EFR3 homolog A","23167"
"ENSG00000132334",127.772488179998,3.17205811336962,0.224706953979191,14.1164216647402,3.0088620965347e-45,4.65821105690168e-44,"PTPRE","protein tyrosine phosphatase receptor type E","5791"
"ENSG00000161888",109.919749166068,-3.1384973802056,0.222353206918698,-14.1149184385416,3.07371356744712e-45,4.75362368701413e-44,"SPC24","SPC24 component of NDC80 kinetochore complex","147841"
"ENSG00000104312",873.047625415378,1.10931065970586,0.0786038738934893,14.1126716122033,3.17324696250755e-45,4.90241734919753e-44,"RIPK2","receptor interacting serine/threonine kinase 2","8767"
"ENSG00000164683",145.840119518095,2.61276644350245,0.185176359293443,14.1096112563812,3.31399763552644e-45,5.11451057683652e-44,"HEY1","hes related family bHLH transcription factor with YRPW motif 1","23462"
"ENSG00000130939",2003.76871125387,0.737284394392622,0.0522784645613035,14.1030231201235,3.63842901569786e-45,5.60933978031413e-44,"UBE4B","ubiquitination factor E4B","10277"
"ENSG00000084636",2422.09443350296,-0.737776499939456,0.0523312422922727,-14.0982034368482,3.89561258314926e-45,5.99956869016536e-44,"COL16A1","collagen type XVI alpha 1 chain","1307"
"ENSG00000162878",212.135965938887,-1.99498830520299,0.141622494193733,-14.0866626912667,4.58733392458154e-45,7.05751039867321e-44,"PKDCC","protein kinase domain containing, cytoplasmic","91461"
"ENSG00000181045",508.15756832817,1.31065741580633,0.0930603383271638,14.0839528349722,4.76672109686571e-45,7.32585448574548e-44,"SLC26A11","solute carrier family 26 member 11","284129"
"ENSG00000164330",138.175426165247,2.74368955625127,0.195029611902178,14.0680665335448,5.96788082370205e-45,9.16234273391259e-44,"EBF1","EBF transcription factor 1","1879"
"ENSG00000166479",2592.35524150785,0.712337089203135,0.0506433080491708,14.0657693314882,6.16487672967214e-45,9.45494711742024e-44,"TMX3","thioredoxin related transmembrane protein 3","54495"
"ENSG00000113504",622.130683443811,1.23103130796438,0.0875234277967861,14.0651633391532,6.21791327907543e-45,9.52638551604142e-44,"SLC12A7","solute carrier family 12 member 7","10723"
"ENSG00000065243",786.669893079614,-1.04806994712954,0.0745290930611532,-14.0625613982659,6.45084343361991e-45,9.87300249166268e-44,"PKN2","protein kinase N2","5586"
"ENSG00000176771",602.899545368929,1.16790504930356,0.0830670192320948,14.059792443501,6.70826688058535e-45,1.02563491768038e-43,"NCKAP5","NCK associated protein 5","344148"
"ENSG00000113578",216.344421819491,-1.92350974553656,0.136836413972386,-14.0570020047788,6.97802729317871e-45,1.06577447912587e-43,"FGF1","fibroblast growth factor 1","2246"
"ENSG00000176641",743.837180338663,1.17673559717015,0.0837249885461196,14.0547716709684,7.20138006079365e-45,1.0987503765972e-43,"RNF152","ring finger protein 152","220441"
"ENSG00000206503",5359.70889157034,0.633843459885173,0.0451562883950165,14.0366598410494,9.29933633801646e-45,1.41738025135429e-43,"HLA-A","major histocompatibility complex, class I, A","3105"
"ENSG00000050344",731.415019309619,-1.08819490851764,0.0775665877432432,-14.0291708089535,1.03352912952982e-44,1.57365209257821e-43,"NFE2L3","NFE2 like bZIP transcription factor 3","9603"
"ENSG00000103335",4817.25444110112,-0.624692955587932,0.0445443631029165,-14.0240630255421,1.110693666152e-44,1.6893994175677e-43,"PIEZO1","piezo type mechanosensitive ion channel component 1 (Er blood group)","9780"
"ENSG00000163378",395.808856506343,-1.45345707823443,0.103678870170015,-14.0188360063243,1.1955952980534e-44,1.81666457543563e-43,"EOGT","EGF domain specific O-linked N-acetylglucosamine transferase","285203"
